,index,sim,tem,mass,n,occ,x,y,MRT,T,V
2753,2753,141,20,25,25,8,7.185,3.8,26.63563883,26.1587435300827,0.079652475
2754,2754,141,20,25,25,8,7.185,5.8,26.62957872,26.2283145711058,0.073068085
2755,2755,141,20,25,25,8,10.185,3.8,26.62925672,26.277862214119896,0.07719114
2756,2756,141,20,25,25,8,13.175,5.8,26.66751063,26.219660336676803,0.084276634
2757,2757,141,20,25,25,8,15.885,3.8,26.52539337,25.9856226040724,0.062158399
2758,2758,141,20,25,25,8,15.885,5.8,26.52703316,26.0005386032623,0.063554286
2759,2759,142,20,2,21,8,4.415,3.8,22.77815067,20.226656841959898,0.11716054699999999
2760,2760,142,20,2,21,8,4.415,5.8,22.77062843,20.4738666197022,0.126530103
2761,2761,142,20,2,21,8,7.185,3.8,22.76703819,20.2234235876349,0.11446468
2762,2762,142,20,2,21,8,7.185,5.8,22.75591747,20.2047061528032,0.12245645
2763,2763,142,20,2,21,8,10.185,3.8,22.78077005,20.3159465899735,0.11952969
2764,2764,142,20,2,21,8,13.175,5.8,22.83057146,20.3862720142295,0.104931896
2765,2765,142,20,2,21,8,15.885,3.8,22.73723342,20.303915267965102,0.11756993
2766,2766,142,20,2,21,8,15.885,5.8,22.74249291,20.184022719084602,0.114087651
2767,2767,143,16,12,24,8,4.415,3.8,25.54009311,24.0431372264597,0.097816587
2768,2768,143,16,12,24,8,4.415,5.8,25.52704604,24.041759593458,0.106542203
2769,2769,143,16,12,24,8,7.185,3.8,25.57422868,24.1971260586467,0.117463915
2770,2770,143,16,12,24,8,7.185,5.8,25.56245884,24.0448716107686,0.110220902
2771,2771,143,16,12,24,8,10.185,3.8,25.60647121,24.2927261269626,0.09793498699999999
2772,2772,143,16,12,24,8,13.175,5.8,25.6369093,24.2829692579238,0.09207943
2773,2773,143,16,12,24,8,15.885,3.8,25.51944162,24.014097111178998,0.101625761
2774,2774,143,16,12,24,8,15.885,5.8,25.50500606,24.055394634758898,0.083391769
2775,2775,144,19,26,27,8,4.415,3.8,28.30711401,27.773167278968,0.066729547
2776,2776,144,19,26,27,8,4.415,5.8,28.28459176,27.848997897982898,0.062315035
2777,2777,144,19,26,27,8,7.185,3.8,28.38500747,27.9766671773841,0.082466197
2778,2778,144,19,26,27,8,7.185,5.8,28.38029126,28.048500183977605,0.069032442
2779,2779,144,19,26,27,8,10.185,3.8,28.38541516,28.0973656514275,0.073558092
2780,2780,144,19,26,27,8,13.175,5.8,28.41447148,28.0332257689709,0.081163655
2781,2781,144,19,26,27,8,15.885,3.8,28.28666045,27.8011838652145,0.058296394
2782,2782,144,19,26,27,8,15.885,5.8,28.29156689,27.8256010831147,0.061375382
2783,2783,145,22,27,25,8,4.415,3.8,26.56667797,26.144591236768605,0.075033167
2784,2784,145,22,27,25,8,4.415,5.8,26.54227066,26.214907082133998,0.064466763
2785,2785,145,22,27,25,8,7.185,3.8,26.65844953,26.323639979639395,0.07255885
2786,2786,145,22,27,25,8,7.185,5.8,26.65578993,26.3531180664208,0.069545748
2787,2787,145,22,27,25,8,10.185,3.8,26.65064581,26.4254032267796,0.071232773
2788,2788,145,22,27,25,8,13.175,5.8,26.69114932,26.352531525468002,0.08188807
2789,2789,145,22,27,25,8,15.885,3.8,26.54457716,26.1918717561065,0.067127742
2790,2790,145,22,27,25,8,15.885,5.8,26.54995153,26.184517678923502,0.06347594
2791,2791,146,17,7,22,8,4.415,3.8,23.72408023,21.608032539797502,0.08835331199999999
2792,2792,146,17,7,22,8,4.415,5.8,23.71836565,21.8737620367614,0.10975098900000001
2793,2793,146,17,7,22,8,7.185,3.8,23.70041701,21.4376384703558,0.098059571
2794,2794,146,17,7,22,8,7.185,5.8,23.73331805,21.783866355449902,0.109993583
2795,2795,146,17,7,22,8,10.185,3.8,23.75507613,21.651825690680898,0.104699297
2796,2796,146,17,7,22,8,13.175,5.8,23.79253711,21.857894056817003,0.099085306
2797,2797,146,17,7,22,8,15.885,3.8,23.69397142,21.645640814126896,0.09365040300000001
2798,2798,146,17,7,22,8,15.885,5.8,23.68917316,21.6408662421169,0.10255874
2799,2799,147,19,1,27,8,4.415,3.8,28.03830435,25.630103774454604,0.120318516
2800,2800,147,19,1,27,8,4.415,5.8,28.02211308,25.5541803683105,0.115636562
2801,2801,147,19,1,27,8,7.185,3.8,27.94915901,25.2184003245451,0.115717629
2802,2802,147,19,1,27,8,7.185,5.8,27.92865364,25.0311808659098,0.113747429
2803,2803,147,19,1,27,8,10.185,3.8,27.96848529,25.232671115884198,0.105082085
2804,2804,147,19,1,27,8,13.175,5.8,27.93166067,24.989233780002102,0.120141815
2805,2805,147,19,1,27,8,15.885,3.8,27.98404867,24.789788291810698,0.10234187800000001
2806,2806,147,19,1,27,8,15.885,5.8,27.94439922,25.180209170823,0.11375874300000001
2807,2807,148,25,4,26,8,4.415,3.8,27.04099143,23.7509650976784,0.136534607
2808,2808,148,25,4,26,8,4.415,5.8,27.12435731,24.471793557442304,0.12466938699999999
2809,2809,148,25,4,26,8,7.185,3.8,27.0066607,23.7795823525598,0.144703789
2810,2810,148,25,4,26,8,7.185,5.8,27.03254294,24.0732792940866,0.13091725199999998
2811,2811,148,25,4,26,8,10.185,3.8,27.09624906,24.334280463459702,0.11508262300000001
2812,2812,148,25,4,26,8,13.175,5.8,27.12715045,24.4927219250985,0.10983103
2813,2813,148,25,4,26,8,15.885,3.8,27.07066096,24.287387743940503,0.12587955
2814,2814,148,25,4,26,8,15.885,5.8,27.08590553,24.077471060518604,0.118863176
2815,2815,149,15,31,20,8,4.415,3.8,22.21448576,21.981706581529398,0.07723810099999999
2816,2816,149,15,31,20,8,4.415,5.8,22.18806837,21.967300367186102,0.066857995
2817,2817,149,15,31,20,8,7.185,3.8,22.34524046,22.029993867690603,0.07384592400000001
2818,2818,149,15,31,20,8,7.185,5.8,22.32579869,21.975105230960803,0.07260156799999999
2819,2819,149,15,31,20,8,10.185,3.8,22.33692774,22.1275358156957,0.069538386
2820,2820,149,15,31,20,8,13.175,5.8,22.36890468,22.054237193875103,0.07403993099999999
2821,2821,149,15,31,20,8,15.885,3.8,22.17675411,21.951389368961,0.071664144
2822,2822,149,15,31,20,8,15.885,5.8,22.18953643,21.9109885961697,0.06772387
2823,2823,150,17,4,24,8,4.415,3.8,25.43691992,23.0705027397651,0.11901416
2824,2824,150,17,4,24,8,4.415,5.8,25.4594053,23.475192371541098,0.10486222199999999
2825,2825,150,17,4,24,8,7.185,3.8,25.41170325,23.015569015369,0.10892769
2826,2826,150,17,4,24,8,7.185,5.8,25.43458138,23.168030297870697,0.100700847
2827,2827,150,17,4,24,8,10.185,3.8,25.429193100000003,23.020096894014802,0.10216323199999999
2828,2828,150,17,4,24,8,13.175,5.8,25.4723258,23.243272177391898,0.10314563199999999
2829,2829,150,17,4,24,8,15.885,3.8,25.40908744,22.851430369012398,0.098548762
2830,2830,150,17,4,24,8,15.885,5.8,25.40491002,22.9901148823206,0.1052163
2831,2831,151,18,19,22,8,4.415,3.8,23.863222399999998,22.816881201540998,0.077962793
2832,2832,151,18,19,22,8,4.415,5.8,23.83391615,22.8805334705724,0.074061849
2833,2833,151,18,19,22,8,7.185,3.8,23.95765175,23.1356625654685,0.09727435
2834,2834,151,18,19,22,8,7.185,5.8,23.94974069,23.220740250403104,0.084150315
2835,2835,151,18,19,22,8,10.185,3.8,23.95307183,23.200687628621303,0.08140351900000001
2836,2836,151,18,19,22,8,13.175,5.8,23.99028539,23.118354160371,0.090583896
2837,2837,151,18,19,22,8,15.885,3.8,23.83347595,22.836254991737103,0.072414025
2838,2838,151,18,19,22,8,15.885,5.8,23.83321555,22.858070562575303,0.071856977
2839,2839,152,27,2,25,8,4.415,3.8,26.11034862,22.483361283039898,0.142790893
2840,2840,152,27,2,25,8,4.415,5.8,26.18226147,23.1681253617987,0.13930157
2841,2841,152,27,2,25,8,7.185,3.8,26.06915704,22.5112487524128,0.149830334
2842,2842,152,27,2,25,8,7.185,5.8,26.07919684,22.7126324887773,0.135830377
2843,2843,152,27,2,25,8,10.185,3.8,26.16599724,23.1949153877814,0.119948322
2844,2844,152,27,2,25,8,13.175,5.8,26.16473866,23.1431215755725,0.11513239999999998
2845,2845,152,27,2,25,8,15.885,3.8,26.10950803,23.211357437968196,0.12920778
2846,2846,152,27,2,25,8,15.885,5.8,26.17639161,22.5071639862363,0.131081939
2847,2847,153,19,11,20,8,4.415,3.8,22.01301847,20.4277741281268,0.10186103099999999
2848,2848,153,19,11,20,8,4.415,5.8,21.99714275,20.4394691939413,0.10878634
2849,2849,153,19,11,20,8,7.185,3.8,22.06201616,20.5058484021295,0.127776675
2850,2850,153,19,11,20,8,7.185,5.8,22.07751173,20.561888823402104,0.117543994
2851,2851,153,19,11,20,8,10.185,3.8,22.10244141,20.6643357052295,0.097415745
2852,2852,153,19,11,20,8,13.175,5.8,22.134156,20.5827049508526,0.10295518599999999
2853,2853,153,19,11,20,8,15.885,3.8,21.99253161,20.3030656958254,0.109256854
2854,2854,153,19,11,20,8,15.885,5.8,21.98587029,20.3640919723082,0.09714411199999999
2855,2855,154,15,14,28,8,4.415,3.8,29.06191195,27.487047090746604,0.078446581
2856,2856,154,15,14,28,8,4.415,5.8,29.06125866,27.7001317409803,0.099820699
2857,2857,154,15,14,28,8,7.185,3.8,29.05343092,27.3059000408741,0.087919256
2858,2858,154,15,14,28,8,7.185,5.8,29.06769562,27.657762422585503,0.101124724
2859,2859,154,15,14,28,8,10.185,3.8,29.10228961,27.7932109595556,0.09480678
2860,2860,154,15,14,28,8,13.175,5.8,29.12881413,27.836103172804197,0.08908966
2861,2861,154,15,14,28,8,15.885,3.8,29.048674199999997,27.685909376942398,0.097583357
2862,2862,154,15,14,28,8,15.885,5.8,29.05243965,27.6264191050071,0.09005203699999999
2863,2863,155,15,26,26,8,4.415,3.8,27.43458568,26.9338864547954,0.069910352
2864,2864,155,15,26,26,8,4.415,5.8,27.41142672,26.998206718825802,0.062460419
2865,2865,155,15,26,26,8,7.185,3.8,27.52615561,27.1422191088487,0.074091659
2866,2866,155,15,26,26,8,7.185,5.8,27.51373724,27.172417840262103,0.067668542
2867,2867,155,15,26,26,8,10.185,3.8,27.51228229,27.210705646872803,0.071564522
2868,2868,155,15,26,26,8,13.175,5.8,27.54986494,27.174287965441497,0.079042173
2869,2869,155,15,26,26,8,15.885,3.8,27.41357536,26.9537729426139,0.06268113
2870,2870,155,15,26,26,8,15.885,5.8,27.42220896,26.978281639812103,0.06113052099999999
2871,2871,156,15,27,22,8,4.415,3.8,23.93463336,23.5270208914263,0.078392209
2872,2872,156,15,27,22,8,4.415,5.8,23.91078191,23.538098184260896,0.06647072799999999
2873,2873,156,15,27,22,8,7.185,3.8,24.04825319,23.6164844533826,0.072706194
2874,2874,156,15,27,22,8,7.185,5.8,24.0367453,23.6208236117413,0.069228359
2875,2875,156,15,27,22,8,10.185,3.8,24.02986629,23.7084437594991,0.07350707599999999
2876,2876,156,15,27,22,8,13.175,5.8,24.07188271,23.6362451257268,0.079319897
2877,2877,156,15,27,22,8,15.885,3.8,23.90753331,23.4921786019108,0.068293708
2878,2878,156,15,27,22,8,15.885,5.8,23.91286424,23.479135297379603,0.06613314
2879,2879,157,15,16,20,8,4.415,3.8,22.09009772,20.876586610255302,0.081536972
2880,2880,157,15,16,20,8,4.415,5.8,22.06730585,20.9547810053303,0.076185305
2881,2881,157,15,16,20,8,7.185,3.8,22.20155346,21.279197545865397,0.097314075
2882,2882,157,15,16,20,8,7.185,5.8,22.19331647,21.329903311743898,0.088959831
2883,2883,157,15,16,20,8,10.185,3.8,22.19407135,21.2768725519688,0.08579205699999999
2884,2884,157,15,16,20,8,13.175,5.8,22.23004266,21.198405159297604,0.093541142
2885,2885,157,15,16,20,8,15.885,3.8,22.05871397,20.904156090403,0.077523833
2886,2886,157,15,16,20,8,15.885,5.8,22.06184627,20.943975321132697,0.072754913
2887,2887,158,18,3,21,8,4.415,3.8,22.79028011,20.3199814618787,0.12308311300000001
2888,2888,158,18,3,21,8,4.415,5.8,22.79272372,20.6690795742393,0.11894397300000001
2889,2889,158,18,3,21,8,7.185,3.8,22.77899194,20.2786742547543,0.114214476
2890,2890,158,18,3,21,8,7.185,5.8,22.80393484,20.5313853052959,0.11166628599999999
2891,2891,158,18,3,21,8,10.185,3.8,22.81916872,20.507198918068102,0.099445319
2892,2892,158,18,3,21,8,13.175,5.8,22.84996796,20.5417008517371,0.10017273300000001
2893,2893,158,18,3,21,8,15.885,3.8,22.76613799,20.2627650216489,0.10171020300000001
2894,2894,158,18,3,21,8,15.885,5.8,22.7417639,20.2815360769771,0.108380213
2895,2895,159,24,7,28,8,4.415,3.8,28.84267599,25.8491718151508,0.13051144
2896,2896,159,24,7,28,8,4.415,5.8,28.92710821,26.4308601338601,0.11940901
2897,2897,159,24,7,28,8,7.185,3.8,28.80375022,25.8743290544812,0.138157427
2898,2898,159,24,7,28,8,7.185,5.8,28.82265409,26.084066582323103,0.12830607300000002
2899,2899,159,24,7,28,8,10.185,3.8,28.9020163,26.457068439275602,0.107352415
2900,2900,159,24,7,28,8,13.175,5.8,28.9317343,26.5221380646557,0.098776725
2901,2901,159,24,7,28,8,15.885,3.8,28.85838846,26.2322712393009,0.11858172800000001
2902,2902,159,24,7,28,8,15.885,5.8,28.8924939,26.011261630811898,0.114477316
2903,2903,160,23,4,23,8,4.415,3.8,24.45390897,21.509370962523302,0.13789764
2904,2904,160,23,4,23,8,4.415,5.8,24.51593454,22.1674030792458,0.130873517
2905,2905,160,23,4,23,8,7.185,3.8,24.45841966,21.559687296059998,0.13032454699999999
2906,2906,160,23,4,23,8,7.185,5.8,24.47293238,21.798149336500803,0.12257354300000001
2907,2907,160,23,4,23,8,10.185,3.8,24.525573,21.978610261852797,0.111718784
2908,2908,160,23,4,23,8,13.175,5.8,24.55428659,22.0439267328544,0.105511429
2909,2909,160,23,4,23,8,15.885,3.8,24.47329596,21.7081408062527,0.123915563
2910,2910,160,23,4,23,8,15.885,5.8,24.47103931,21.792055445297297,0.11472259300000001
2911,2911,161,23,8,27,8,4.415,3.8,27.99925413,25.2723090467512,0.130636285
2912,2912,161,23,8,27,8,4.415,5.8,28.07288048,25.8093278380978,0.11492210300000001
2913,2913,161,23,8,27,8,7.185,3.8,27.98702439,25.3087082424506,0.128948079
2914,2914,161,23,8,27,8,7.185,5.8,28.00130836,25.506744587491603,0.123686409
2915,2915,161,23,8,27,8,10.185,3.8,28.05775737,25.7589861332727,0.110233186
2916,2916,161,23,8,27,8,13.175,5.8,28.08833273,25.894641982088398,0.10377529699999999
2917,2917,161,23,8,27,8,15.885,3.8,28.02718976,25.614799574271,0.11783916
2918,2918,161,23,8,27,8,15.885,5.8,28.03628555,25.569309200139198,0.11046260699999999
2919,2919,162,21,27,21,8,4.415,3.8,23.07031909,22.720712134971198,0.080258644
2920,2920,162,21,27,21,8,4.415,5.8,23.05097187,22.74703272861,0.068577891
2921,2921,162,21,27,21,8,7.185,3.8,23.19176952,22.827524904848104,0.073852348
2922,2922,162,21,27,21,8,7.185,5.8,23.1837045,22.825891779777102,0.069395756
2923,2923,162,21,27,21,8,10.185,3.8,23.18284668,22.9144723437499,0.069910598
2924,2924,162,21,27,21,8,13.175,5.8,23.21994678,22.8258152306553,0.076941738
2925,2925,162,21,27,21,8,15.885,3.8,23.04039663,22.7188290943903,0.07021906
2926,2926,162,21,27,21,8,15.885,5.8,23.05083149,22.695289452978397,0.068003934
2927,2927,163,17,10,25,8,4.415,3.8,26.3696984,24.3668840255942,0.09074927
2928,2928,163,17,10,25,8,4.415,5.8,26.38070388,24.7155557884973,0.10355915
2929,2929,163,17,10,25,8,7.185,3.8,26.35716056,24.1683126119163,0.092294931
2930,2930,163,17,10,25,8,7.185,5.8,26.39080641,24.6649249792692,0.10488720800000001
2931,2931,163,17,10,25,8,10.185,3.8,26.41373995,24.7002165667691,0.105422183
2932,2932,163,17,10,25,8,13.175,5.8,26.4477543,24.7402926745804,0.09615812900000001
2933,2933,163,17,10,25,8,15.885,3.8,26.35793024,24.625971069805104,0.110036035
2934,2934,163,17,10,25,8,15.885,5.8,26.35209501,24.562598997627802,0.100721498
2935,2935,164,20,17,25,8,4.415,3.8,26.44370343,25.1754151266525,0.09894377900000001
2936,2936,164,20,17,25,8,4.415,5.8,26.42874307,25.1934830997868,0.103378966
2937,2937,164,20,17,25,8,7.185,3.8,26.47394125,25.1429136482466,0.11529138
2938,2938,164,20,17,25,8,7.185,5.8,26.46898116,25.1730641054225,0.107538917
2939,2939,164,20,17,25,8,10.185,3.8,26.51697775,25.4479215908484,0.092543381
2940,2940,164,20,17,25,8,13.175,5.8,26.5398562,25.3743178401348,0.093696818
2941,2941,164,20,17,25,8,15.885,3.8,26.42716583,25.1679954621385,0.104097685
2942,2942,164,20,17,25,8,15.885,5.8,26.41135697,25.1810199413033,0.091352765
2943,2943,165,17,10,23,8,4.415,3.8,24.63829148,22.826911261764103,0.079633407
2944,2944,165,17,10,23,8,4.415,5.8,24.61636972,22.9322378006118,0.11241101099999999
2945,2945,165,17,10,23,8,7.185,3.8,24.63288862,22.648809468248302,0.097438853
2946,2946,165,17,10,23,8,7.185,5.8,24.642585,22.8852024282314,0.11167652300000001
2947,2947,165,17,10,23,8,10.185,3.8,24.66757936,23.020405159883104,0.09257237900000001
2948,2948,165,17,10,23,8,13.175,5.8,24.71166497,23.049062890981304,0.096268276
2949,2949,165,17,10,23,8,15.885,3.8,24.60759515,22.8251088000974,0.101094625
2950,2950,165,17,10,23,8,15.885,5.8,24.60631205,22.855304186830896,0.101736663
2951,2951,166,15,12,24,8,4.415,3.8,25.54347517,24.1021317380255,0.09916421199999999
2952,2952,166,15,12,24,8,4.415,5.8,25.53160586,24.1284461365181,0.105025387
2953,2953,166,15,12,24,8,7.185,3.8,25.57065738,24.222203755331503,0.122627925
2954,2954,166,15,12,24,8,7.185,5.8,25.57494154,24.1901267770665,0.109717704
2955,2955,166,15,12,24,8,10.185,3.8,25.615380399999996,24.3720211276786,0.092694065
2956,2956,166,15,12,24,8,13.175,5.8,25.64404728,24.349417906355,0.092064058
2957,2957,166,15,12,24,8,15.885,3.8,25.52975021,24.0640505187798,0.102280195
2958,2958,166,15,12,24,8,15.885,5.8,25.513018,24.1192757251467,0.081609081
2959,2959,167,20,31,26,8,4.415,3.8,27.4819527,27.4001121606813,0.072626204
2960,2960,167,20,31,26,8,4.415,5.8,27.45821541,27.427909251721,0.061100759000000004
2961,2961,167,20,31,26,8,7.185,3.8,27.57457692,27.489942857735098,0.065229565
2962,2962,167,20,31,26,8,7.185,5.8,27.56935943,27.4917936113948,0.061008525
2963,2963,167,20,31,26,8,10.185,3.8,27.57124429,27.5813280552943,0.062890605
2964,2964,167,20,31,26,8,13.175,5.8,27.60056534,27.5188854439572,0.070056486
2965,2965,167,20,31,26,8,15.885,3.8,27.45833935,27.4170623297472,0.06302543599999999
2966,2966,167,20,31,26,8,15.885,5.8,27.46716202,27.397146125005698,0.060562153
2967,2967,168,15,9,28,8,4.415,3.8,29.01951647,27.155184221181997,0.104158784
2968,2968,168,15,9,28,8,4.415,5.8,29.03430414,27.3881696003436,0.097549312
2969,2969,168,15,9,28,8,7.185,3.8,28.99924811,27.120820511866604,0.108941354
2970,2970,168,15,9,28,8,7.185,5.8,29.01135421,27.2914382754997,0.103438634
2971,2971,168,15,9,28,8,10.185,3.8,29.04683643,27.479366123176998,0.10390533800000001
2972,2972,168,15,9,28,8,13.175,5.8,29.07696507,27.503177891908003,0.09116495599999999
2973,2973,168,15,9,28,8,15.885,3.8,29.01617392,27.2808248661125,0.098376461
2974,2974,168,15,9,28,8,15.885,5.8,29.01526389,27.2417594801337,0.09105450400000001
2975,2975,169,20,11,27,8,4.415,3.8,28.07649807,25.9216308525455,0.120625808
2976,2976,169,20,11,27,8,4.415,5.8,28.13286252,26.465221227061896,0.112643367
2977,2977,169,20,11,27,8,7.185,3.8,28.08140494,25.9162246448496,0.11720743800000001
2978,2978,169,20,11,27,8,7.185,5.8,28.10247074,26.218283841036897,0.10961019300000001
2979,2979,169,20,11,27,8,10.185,3.8,28.13999758,26.343294168524604,0.100237669
2980,2980,169,20,11,27,8,13.175,5.8,28.16898268,26.4318390325062,0.10062581699999999
2981,2981,169,20,11,27,8,15.885,3.8,28.09399289,26.1598430099345,0.11132509
2982,2982,169,20,11,27,8,15.885,5.8,28.10334612,26.160696005840602,0.10496581199999999
2983,2983,170,19,3,24,8,4.415,3.8,25.38037997,22.486998818027395,0.097631148
2984,2984,170,19,3,24,8,4.415,5.8,25.40888971,23.0158544606274,0.109834062
2985,2985,170,19,3,24,8,7.185,3.8,25.3606921,22.403743187024002,0.10191434099999999
2986,2986,170,19,3,24,8,7.185,5.8,25.37428607,22.8402646835116,0.117195841
2987,2987,170,19,3,24,8,10.185,3.8,25.40965604,23.1169871229586,0.11217003
2988,2988,170,19,3,24,8,13.175,5.8,25.44360599,23.0227225127022,0.10402099199999999
2989,2989,170,19,3,24,8,15.885,3.8,25.39092328,23.0499597498402,0.110610935
2990,2990,170,19,3,24,8,15.885,5.8,25.3957305,22.824803331058398,0.104455442
2991,2991,171,14,26,25,8,4.415,3.8,26.13254708,24.7459750027637,0.080786635
2992,2992,171,14,26,25,8,4.415,5.8,26.21670001,25.2204438376963,0.109867511
2993,2993,171,14,26,25,8,7.185,3.8,25.99889772,24.9269258828075,0.09164034300000001
2994,2994,171,14,26,25,8,7.185,5.8,26.12950833,24.774150108738198,0.117497465
2995,2995,171,14,26,25,8,10.185,3.8,26.17049532,24.9218027111528,0.11154876400000001
2996,2996,171,14,26,25,8,13.175,5.8,26.0724185,24.902088176132697,0.100905445
2997,2997,171,14,26,25,8,15.885,3.8,26.10601668,25.041649188414198,0.116640163
2998,2998,171,14,26,25,8,15.885,5.8,26.06691436,24.8246137150792,0.10619400699999999
2999,2999,172,21,11,24,8,4.415,3.8,25.48804532,23.536356782718396,0.078064656
3000,3000,172,21,11,24,8,4.415,5.8,25.4722976,23.5381115365291,0.10526167300000001
3001,3001,172,21,11,24,8,7.185,3.8,25.49114867,23.5894360414114,0.09311289800000001
3002,3002,172,21,11,24,8,7.185,5.8,25.47503962,23.494268684661897,0.112128964
3003,3003,172,21,11,24,8,10.185,3.8,25.5151014,23.6250916329401,0.08011416
3004,3004,172,21,11,24,8,13.175,5.8,25.54792044,23.745003747954698,0.097791929
3005,3005,172,21,11,24,8,15.885,3.8,25.44799013,23.5397471699581,0.106076676
3006,3006,172,21,11,24,8,15.885,5.8,25.44999816,23.436171093674396,0.094840594
3007,3007,173,18,14,22,8,4.415,3.8,23.81128293,22.504452101001302,0.119595429
3008,3008,173,18,14,22,8,4.415,5.8,23.77776534,22.4612141289849,0.11367427699999999
3009,3009,173,18,14,22,8,7.185,3.8,23.86611727,22.502908512639,0.118477341
3010,3010,173,18,14,22,8,7.185,5.8,23.84098888,22.531299308862298,0.118728059
3011,3011,173,18,14,22,8,10.185,3.8,23.86161095,22.615563635217,0.110218303
3012,3012,173,18,14,22,8,13.175,5.8,23.89561232,22.5186945990876,0.102882714
3013,3013,173,18,14,22,8,15.885,3.8,23.7712139,22.363367980633697,0.10877047599999999
3014,3014,173,18,14,22,8,15.885,5.8,23.76282185,22.358528759316396,0.10412869300000001
3015,3015,174,22,11,23,8,4.415,3.8,24.57361044,22.481583094169,0.09711550599999999
3016,3016,174,22,11,23,8,4.415,5.8,24.60335722,22.8212736857293,0.11839885300000001
3017,3017,174,22,11,23,8,7.185,3.8,24.60976953,22.5332210973999,0.112171113
3018,3018,174,22,11,23,8,7.185,5.8,24.60764229,22.6541775574367,0.11631585400000001
3019,3019,174,22,11,23,8,10.185,3.8,24.6552077,22.8722866552847,0.12476655800000001
3020,3020,174,22,11,23,8,13.175,5.8,24.69221161,22.926049832132502,0.119148062
3021,3021,174,22,11,23,8,15.885,3.8,24.58195565,22.631779278962103,0.122899891
3022,3022,174,22,11,23,8,15.885,5.8,24.58302494,22.6332915989028,0.11701559
3023,3023,175,22,3,26,8,4.415,3.8,27.05652939,23.7110795797953,0.091321599
3024,3024,175,22,3,26,8,4.415,5.8,27.12014705,24.3903100341082,0.088964215
3025,3025,175,22,3,26,8,7.185,3.8,26.96878794,23.546997268962897,0.112175795
3026,3026,175,22,3,26,8,7.185,5.8,27.03169037,24.0610266367103,0.100344871
3027,3027,175,22,3,26,8,10.185,3.8,27.08939001,24.174687558973304,0.082169878
3028,3028,175,22,3,26,8,13.175,5.8,26.96699275,23.4857953798565,0.09061077099999999
3029,3029,175,22,3,26,8,15.885,3.8,27.00463111,24.158171980647502,0.082845105
3030,3030,175,22,3,26,8,15.885,5.8,27.07404332,23.517175417983196,0.077687521
3031,3031,176,22,20,25,8,4.415,3.8,26.48135993,25.493901453961,0.086662487
3032,3032,176,22,20,25,8,4.415,5.8,26.46393777,25.474102066752803,0.102205066
3033,3033,176,22,20,25,8,7.185,3.8,26.53516589,25.635834102617398,0.082732323
3034,3034,176,22,20,25,8,7.185,5.8,26.54085528,25.6808019745276,0.10437439999999999
3035,3035,176,22,20,25,8,10.185,3.8,26.55907809,25.7977551297578,0.101175913
3036,3036,176,22,20,25,8,13.175,5.8,26.57699598,25.6460435476982,0.090891116
3037,3037,176,22,20,25,8,15.885,3.8,26.46111096,25.434653388395,0.10072686900000001
3038,3038,176,22,20,25,8,15.885,5.8,26.46447343,25.4626509464364,0.091956571
3039,3039,177,15,11,27,8,4.415,3.8,28.14779598,26.2924641347714,0.120002518
3040,3040,177,15,11,27,8,4.415,5.8,28.15954487,26.593894094190997,0.10438023699999999
3041,3041,177,15,11,27,8,7.185,3.8,28.14261241,26.263462268533896,0.103481672
3042,3042,177,15,11,27,8,7.185,5.8,28.15698692,26.525893314906398,0.101766693
3043,3043,177,15,11,27,8,10.185,3.8,28.19280049,26.648874967651,0.096539477
3044,3044,177,15,11,27,8,13.175,5.8,28.22486163,26.746088411462697,0.102089254
3045,3045,177,15,11,27,8,15.885,3.8,28.143058899999996,26.572475614577602,0.082348906
3046,3046,177,15,11,27,8,15.885,5.8,28.14356518,26.5142605547348,0.08344592
3047,3047,178,16,1,28,8,4.415,3.8,28.92434133,26.3460656400422,0.078249542
3048,3048,178,16,1,28,8,4.415,5.8,28.93869337,26.5831039046244,0.1119374
3049,3049,178,16,1,28,8,7.185,3.8,28.88166971,26.2577480949797,0.089745174
3050,3050,178,16,1,28,8,7.185,5.8,28.85090315,26.1084411016718,0.11157466
3051,3051,178,16,1,28,8,10.185,3.8,28.90002871,26.3554453100348,0.08768974
3052,3052,178,16,1,28,8,13.175,5.8,28.80127225,25.524051464978104,0.099326816
3053,3053,178,16,1,28,8,15.885,3.8,28.912529499999998,26.7229937613873,0.101753018
3054,3054,178,16,1,28,8,15.885,5.8,28.95326099,26.221920640791396,0.09627993900000001
3055,3055,179,16,9,20,8,4.415,3.8,22.03058696,20.3181836190051,0.11527960400000001
3056,3056,179,16,9,20,8,4.415,5.8,21.99061097,20.3759097113716,0.105493579
3057,3057,179,16,9,20,8,7.185,3.8,22.06160522,20.3193966640029,0.11144814900000001
3058,3058,179,16,9,20,8,7.185,5.8,22.04781735,20.3624370403995,0.100493805
3059,3059,179,16,9,20,8,10.185,3.8,22.06119673,20.4263074078675,0.10752899
3060,3060,179,16,9,20,8,13.175,5.8,22.116387,20.475895041363103,0.105018173
3061,3061,179,16,9,20,8,15.885,3.8,21.98102937,20.2929763534117,0.10596287
3062,3062,179,16,9,20,8,15.885,5.8,21.97297638,20.275185347108,0.09856543400000001
3063,3063,180,18,7,26,8,4.415,3.8,27.19538687,24.880381784344898,0.076188286
3064,3064,180,18,7,26,8,4.415,5.8,27.229900699999998,25.359724220525,0.080064016
